County,Site,Plot,Crop,Date,Experiment,AllLBs,Exotic,Native,Aphids,Other.aphid.predators
Knox,12,3,Soybean,8/3/2010,2,0,0,0,0,0
Knox,12,4,Soybean,8/3/2010,,,,,,
Perry,13,1,Alfalfa,5/18/2010,1,2,0,2,16,0
Perry,13,2,Alfalfa,5/18/2010,1,3,1,2,0,0
Perry,13,3,Alfalfa,5/18/2010,1,1,1,0,10,0
Perry,13,4,Alfalfa,5/18/2010,1,0,0,0,19,0
Perry,13,1,Alfalfa,6/2/2010,1,0,0,0,4,1
Perry,13,2,Alfalfa,6/2/2010,1,0,0,0,5,1
Perry,13,3,Alfalfa,6/2/2010,1,0,0,0,1,1
Perry,13,4,Alfalfa,6/2/2010,1,0,0,0,1,1
Perry,13,1,Alfalfa,6/8/2010,1,0,0,0,8,2
Perry,13,2,Alfalfa,6/8/2010,1,1,0,1,23,2
Perry,13,3,Alfalfa,6/8/2010,1,0,0,0,11,2
Perry,13,4,Alfalfa,6/8/2010,1,0,0,0,2,2
Perry,13,1,Alfalfa,7/14/2010,2,0,0,0,9,1
Perry,13,2,Alfalfa,7/14/2010,2,1,1,0,2,0
Perry,13,3,Alfalfa,7/14/2010,2,0,0,0,3,0
Perry,13,4,Alfalfa,7/14/2010,2,0,0,0,0,0
Perry,13,1,Alfalfa,7/21/2010,2,2,2,0,129,12
Perry,13,2,Alfalfa,7/21/2010,2,4,3,1,72,1
Perry,13,3,Alfalfa,7/21/2010,2,0,0,0,203,8
Perry,13,4,Alfalfa,7/21/2010,2,3,0,3,63,6
Perry,13,1,Alfalfa,7/27/2010,2,2,2,0,93,18
Perry,13,2,Alfalfa,7/27/2010,2,5,5,0,63,15
Perry,13,3,Alfalfa,7/27/2010,2,2,1,1,73,24
Perry,13,4,Alfalfa,7/27/2010,2,1,0,1,66,4
Perry,13,1,Alfalfa,8/3/2010,2,1,0,1,0,1
Perry,13,2,Alfalfa,8/3/2010,2,0,0,0,0,1
Perry,13,3,Alfalfa,8/3/2010,2,0,0,0,2,3
Perry,13,4,Alfalfa,8/3/2010,2,0,0,0,1,5
Perry,14,1,CRP,5/18/2010,1,0,0,0,0,0
Perry,14,2,CRP,5/18/2010,1,0,0,0,1,0
Perry,14,3,CRP,5/18/2010,1,1,0,1,0,0
Perry,14,4,CRP,5/18/2010,1,0,0,0,2,0
Perry,14,1,CRP,5/25/2010,1,0,0,0,1,6
Perry,14,2,CRP,5/25/2010,1,1,1,0,1,6
Perry,14,3,CRP,5/25/2010,1,0,0,0,2,1
Perry,14,4,CRP,5/25/2010,1,1,0,1,0,1
Perry,14,1,CRP,6/2/2010,1,1,0,1,2,5
Perry,14,2,CRP,6/2/2010,1,0,0,0,1,3
Perry,14,3,CRP,6/2/2010,1,0,0,0,1,1
Perry,14,4,CRP,6/2/2010,1,1,1,0,1,0
Perry,14,1,CRP,6/8/2010,1,0,0,0,0,1
Perry,14,2,CRP,6/8/2010,1,0,0,0,0,0
Perry,14,3,CRP,6/8/2010,1,0,0,0,0,1
Perry,14,4,CRP,6/8/2010,1,0,0,0,0,2
Perry,14,1,CRP,7/7/2010,2,0,0,0,0,0
Perry,14,2,CRP,7/7/2010,2,0,0,0,1,1
Perry,14,3,CRP,7/7/2010,2,3,0,3,0,0
Perry,14,4,CRP,7/7/2010,2,1,0,1,0,0
Perry,14,1,CRP,7/14/2010,2,1,0,1,0,0
Perry,14,2,CRP,7/14/2010,2,0,0,0,0,1
Perry,14,3,CRP,7/14/2010,2,4,0,4,0,0
Perry,14,4,CRP,7/14/2010,2,0,0,0,0,2
Perry,14,1,CRP,7/21/2010,2,0,0,0,0,1
Perry,14,2,CRP,7/21/2010,2,0,0,0,1,3
Perry,14,3,CRP,7/21/2010,2,1,0,1,0,5
Perry,14,4,CRP,7/21/2010,2,0,0,0,1,0
Perry,14,1,CRP,7/27/2010,2,2,0,2,0,0
Perry,14,2,CRP,7/27/2010,2,0,0,0,0,0
Perry,14,3,CRP,7/27/2010,2,0,0,0,0,0
Perry,14,4,CRP,7/27/2010,2,2,2,0,0,1
Perry,14,1,CRP,8/3/2010,2,0,0,0,0,0
Perry,14,2,CRP,8/3/2010,2,0,0,0,0,2
Perry,14,3,CRP,8/3/2010,2,0,0,0,0,1
Perry,14,4,CRP,8/3/2010,2,1,0,1,0,0
Perry,14,1,CRP,8/10/2010,2,0,0,0,1,2
Perry,14,2,CRP,8/10/2010,2,1,0,1,0,1
Perry,14,3,CRP,8/10/2010,2,0,0,0,0,0
Perry,14,4,CRP,8/10/2010,2,0,0,0,0,0
Perry,15,1,Soybean,7/7/2010,2,0,0,0,0,1
Perry,15,2,Soybean,7/7/2010,2,0,0,0,0,3
Perry,15,3,Soybean,7/7/2010,2,0,0,0,0,4
Perry,15,4,Soybean,7/7/2010,2,0,0,0,0,4
Perry,15,1,Soybean,7/14/2010,2,1,1,0,0,1
Perry,15,2,Soybean,7/14/2010,2,3,3,0,0,2
Perry,15,3,Soybean,7/14/2010,2,2,2,0,0,4
Perry,15,4,Soybean,7/14/2010,2,0,0,0,0,0
Perry,15,1,Soybean,7/21/2010,2,1,1,0,0,4
Perry,15,2,Soybean,7/21/2010,2,0,0,0,1,5
Perry,15,3,Soybean,7/21/2010,2,1,1,0,1,4
Perry,15,4,Soybean,7/21/2010,2,0,0,0,0,1
Perry,15,1,Soybean,7/27/2010,2,0,0,0,0,0
Perry,15,2,Soybean,7/27/2010,2,1,1,0,0,3
Perry,15,3,Soybean,7/27/2010,2,0,0,0,0,6
Perry,15,4,Soybean,7/27/2010,2,1,1,0,0,6
Perry,15,1,Soybean,8/3/2010,2,0,0,0,0,0
Perry,15,2,Soybean,8/3/2010,2,0,0,0,0,0
Perry,15,3,Soybean,8/3/2010,2,0,0,0,0,0
Perry,15,4,Soybean,8/3/2010,2,0,0,0,0,0
Perry,15,1,Soybean,8/10/2010,2,0,0,0,2,0
Perry,15,2,Soybean,8/10/2010,2,2,2,0,0,1
Perry,15,3,Soybean,8/10/2010,2,0,0,0,0,0
Perry,15,4,Soybean,8/10/2010,2,0,0,0,0,1
Putnam,16,1,Alfalfa,5/19/2010,1,0,0,0,132,0
Putnam,16,2,Alfalfa,5/19/2010,1,0,0,0,135,0
Putnam,16,3,Alfalfa,5/19/2010,,,,,,
Putnam,16,4,Alfalfa,5/19/2010,1,4,4,0,26,0
Putnam,16,1,Alfalfa,5/26/2010,1,2,2,0,269,0
Putnam,16,2,Alfalfa,5/26/2010,1,2,2,0,119,0
Putnam,16,3,Alfalfa,5/26/2010,1,4,3,1,292,0
Putnam,16,4,Alfalfa,5/26/2010,1,1,1,0,252,1
Putnam,16,1,Alfalfa,6/9/2010,1,0,0,0,2,0
Putnam,16,2,Alfalfa,6/9/2010,1,0,0,0,1,0
Putnam,16,3,Alfalfa,6/9/2010,1,1,0,1,3,0
Putnam,16,4,Alfalfa,6/9/2010,1,0,0,0,2,1
Putnam,16,1,Alfalfa,7/15/2010,2,3,3,0,2,5
Putnam,16,2,Alfalfa,7/15/2010,2,1,0,1,3,11
Putnam,16,3,Alfalfa,7/15/2010,2,1,1,0,0,2
Putnam,16,4,Alfalfa,7/15/2010,2,4,4,0,12,14
Putnam,16,1,Alfalfa,7/22/2010,2,4,4,0,64,11
Putnam,16,2,Alfalfa,7/22/2010,2,2,2,0,155,37
Putnam,16,3,Alfalfa,7/22/2010,2,1,0,1,152,16
Putnam,16,4,Alfalfa,7/22/2010,2,1,1,0,57,5
Putnam,16,1,Alfalfa,7/28/2010,2,5,3,2,16,12
Putnam,16,2,Alfalfa,7/28/2010,2,1,1,0,10,17
Putnam,16,3,Alfalfa,7/28/2010,2,0,0,0,8,15
Putnam,16,4,Alfalfa,7/28/2010,2,2,1,1,17,21
Putnam,17,1,CRP,5/19/2010,1,0,0,0,18,0
Putnam,17,2,CRP,5/19/2010,1,0,0,0,0,0
Putnam,17,3,CRP,5/19/2010,1,0,0,0,0,0
Putnam,17,4,CRP,5/19/2010,1,0,0,0,0,0
Putnam,17,1,CRP,5/26/2010,1,0,0,0,6,0
Putnam,17,2,CRP,5/26/2010,1,0,0,0,0,0
Putnam,17,3,CRP,5/26/2010,1,0,0,0,4,1
Putnam,17,4,CRP,5/26/2010,1,0,0,0,0,0
Putnam,17,1,CRP,6/3/2010,1,0,0,0,0,0
Putnam,17,2,CRP,6/3/2010,1,0,0,0,0,1
Putnam,17,3,CRP,6/3/2010,1,0,0,0,0,1
Putnam,17,4,CRP,6/3/2010,1,0,0,0,0,3
Putnam,17,1,CRP,6/9/2010,1,0,0,0,0,0
Putnam,17,2,CRP,6/9/2010,1,0,0,0,0,0
Putnam,17,3,CRP,6/9/2010,1,1,0,1,0,1
Putnam,17,4,CRP,6/9/2010,1,0,0,0,0,0
Putnam,17,1,CRP,7/8/2010,2,0,0,0,0,0
Putnam,17,2,CRP,7/8/2010,2,0,0,0,0,0
Putnam,17,3,CRP,7/8/2010,2,0,0,0,0,0
Putnam,17,4,CRP,7/8/2010,2,0,0,0,0,0
Putnam,17,1,CRP,7/15/2010,2,0,0,0,0,2
Putnam,17,2,CRP,7/15/2010,2,0,0,0,0,1
Putnam,17,3,CRP,7/15/2010,2,0,0,0,0,2
Putnam,17,4,CRP,7/15/2010,2,0,0,0,0,0
Putnam,17,1,CRP,7/22/2010,2,0,0,0,0,0
Putnam,17,2,CRP,7/22/2010,2,0,0,0,0,0
Putnam,17,3,CRP,7/22/2010,2,0,0,0,0,0
Putnam,17,4,CRP,7/22/2010,2,0,0,0,0,1
Putnam,17,1,CRP,7/28/2010,2,0,0,0,0,0
Putnam,17,2,CRP,7/28/2010,2,0,0,0,0,0
Putnam,17,3,CRP,7/28/2010,2,0,0,0,0,0
Putnam,17,4,CRP,7/28/2010,2,0,0,0,0,0
Putnam,17,1,CRP,8/4/2010,2,0,0,0,2,2
Putnam,17,2,CRP,8/4/2010,2,0,0,0,0,0
Putnam,17,3,CRP,8/4/2010,2,0,0,0,0,0
Putnam,17,4,CRP,8/4/2010,2,0,0,0,1,0
Putnam,18,1,Soybean,7/8/2010,2,0,0,0,0,2
Putnam,18,2,Soybean,7/8/2010,2,0,0,0,0,2
Putnam,18,3,Soybean,7/8/2010,2,0,0,0,0,4
Putnam,18,4,Soybean,7/8/2010,2,0,0,0,0,3
Putnam,18,1,Soybean,7/15/2010,2,0,0,0,0,0
Putnam,18,2,Soybean,7/15/2010,2,0,0,0,0,5
Putnam,18,3,Soybean,7/15/2010,2,0,0,0,0,4
Putnam,18,4,Soybean,7/15/2010,2,0,0,0,0,9
Putnam,18,1,Soybean,7/22/2010,2,0,0,0,0,3
Putnam,18,2,Soybean,7/22/2010,2,0,0,0,0,2
Putnam,18,3,Soybean,7/22/2010,2,0,0,0,0,8
Putnam,18,4,Soybean,7/22/2010,2,0,0,0,0,3
Putnam,18,1,Soybean,7/28/2010,2,0,0,0,0,6
Putnam,18,2,Soybean,7/28/2010,2,0,0,0,0,4
Putnam,18,3,Soybean,7/28/2010,2,0,0,0,0,8
Putnam,18,4,Soybean,7/28/2010,2,0,0,0,0,5
Putnam,18,1,Soybean,8/4/2010,2,0,0,0,0,0
Putnam,18,2,Soybean,8/4/2010,2,0,0,0,0,0
Putnam,18,3,Soybean,8/4/2010,2,0,0,0,0,1
Putnam,18,4,Soybean,8/4/2010,2,0,0,0,1,0
Shelby,19,1,Alfalfa,5/19/2010,1,0,0,0,6,0
Shelby,19,2,Alfalfa,5/19/2010,1,1,1,0,4,0
Shelby,19,3,Alfalfa,5/19/2010,1,0,0,0,0,0
Shelby,19,4,Alfalfa,5/19/2010,1,0,0,0,2,0
Shelby,19,1,Alfalfa,5/26/2010,1,5,0,5,165,1
Shelby,19,2,Alfalfa,5/26/2010,1,2,1,1,149,6
Shelby,19,3,Alfalfa,5/26/2010,1,1,1,0,230,2
Shelby,19,4,Alfalfa,5/26/2010,1,1,1,0,144,2
Shelby,19,1,Alfalfa,6/3/2010,1,2,0,2,59,7
Shelby,19,2,Alfalfa,6/3/2010,1,4,2,2,37,1
Shelby,19,3,Alfalfa,6/3/2010,1,0,0,0,31,5
Shelby,19,4,Alfalfa,6/3/2010,1,2,0,2,41,11
Shelby,19,1,Alfalfa,6/9/2010,1,0,0,0,0,3
Shelby,19,2,Alfalfa,6/9/2010,1,0,0,0,3,6
Shelby,19,3,Alfalfa,6/9/2010,1,0,0,0,0,1
Shelby,19,4,Alfalfa,6/9/2010,1,0,0,0,0,1
Shelby,19,1,Alfalfa,7/8/2010,2,0,0,0,36,10
Shelby,19,2,Alfalfa,7/8/2010,2,1,0,1,49,1
Shelby,19,3,Alfalfa,7/8/2010,2,1,1,0,70,9
Shelby,19,4,Alfalfa,7/8/2010,2,0,0,0,6,3
Shelby,19,1,Alfalfa,7/15/2010,2,3,2,1,51,2
Shelby,19,2,Alfalfa,7/15/2010,2,0,0,0,184,9
Shelby,19,3,Alfalfa,7/15/2010,2,1,1,0,93,8
Shelby,19,4,Alfalfa,7/15/2010,2,1,1,0,143,10
Shelby,19,1,Alfalfa,7/28/2010,2,1,1,0,31,6
Shelby,19,2,Alfalfa,7/28/2010,2,0,0,0,24,3
Shelby,19,3,Alfalfa,7/28/2010,2,0,0,0,21,16
Shelby,19,4,Alfalfa,7/28/2010,2,2,2,0,25,14
Shelby,19,1,Alfalfa,8/4/2010,2,0,0,0,34,28
Shelby,19,2,Alfalfa,8/4/2010,2,1,0,1,66,11
Shelby,19,3,Alfalfa,8/4/2010,2,2,1,1,63,28
Shelby,19,4,Alfalfa,8/4/2010,2,1,0,1,1,25
Shelby,20,1,CRP,5/19/2010,1,0,0,0,0,0
Shelby,20,2,CRP,5/19/2010,1,0,0,0,1,0
Shelby,20,3,CRP,5/19/2010,1,0,0,0,0,0
Shelby,20,4,CRP,5/19/2010,1,0,0,0,1,0
Shelby,20,1,CRP,5/26/2010,1,0,0,0,0,0
Shelby,20,2,CRP,5/26/2010,1,0,0,0,0,0
Shelby,20,3,CRP,5/26/2010,1,1,0,1,0,0
Shelby,20,4,CRP,5/26/2010,1,1,1,0,37,0
Shelby,20,1,CRP,6/3/2010,1,0,0,0,1,0
Shelby,20,2,CRP,6/3/2010,1,1,0,1,0,0
Shelby,20,3,CRP,6/3/2010,1,0,0,0,0,0
Shelby,20,4,CRP,6/3/2010,1,0,0,0,0,0
Shelby,20,1,CRP,6/9/2010,1,0,0,0,0,0
Shelby,20,2,CRP,6/9/2010,1,0,0,0,0,0
Shelby,20,3,CRP,6/9/2010,1,0,0,0,0,0
Shelby,20,4,CRP,6/9/2010,1,0,0,0,0,1
Shelby,20,1,CRP,7/8/2010,2,0,0,0,0,1
Shelby,20,2,CRP,7/8/2010,2,0,0,0,0,0
Shelby,20,3,CRP,7/8/2010,2,0,0,0,0,0
Shelby,20,4,CRP,7/8/2010,2,0,0,0,0,0
Shelby,20,1,CRP,7/15/2010,2,0,0,0,0,0
Shelby,20,2,CRP,7/15/2010,2,1,1,0,0,1
Shelby,20,3,CRP,7/15/2010,2,0,0,0,0,0
Shelby,20,4,CRP,7/15/2010,2,0,0,0,0,0
Shelby,20,1,CRP,7/22/2010,2,0,0,0,0,1
Shelby,20,2,CRP,7/22/2010,2,0,0,0,0,1
Shelby,20,3,CRP,7/22/2010,2,0,0,0,0,1
Shelby,20,4,CRP,7/22/2010,2,0,0,0,0,0
Shelby,20,1,CRP,7/28/2010,2,0,0,0,0,0
Shelby,20,2,CRP,7/28/2010,2,0,0,0,0,0
Shelby,20,3,CRP,7/28/2010,2,0,0,0,0,0
Shelby,20,4,CRP,7/28/2010,2,0,0,0,0,3
Shelby,20,1,CRP,8/4/2010,2,0,0,0,0,1
Shelby,20,2,CRP,8/4/2010,2,0,0,0,0,2
Shelby,20,3,CRP,8/4/2010,2,0,0,0,0,4
Shelby,20,4,CRP,8/4/2010,2,0,0,0,0,0
Shelby,21,1,Soybean,7/8/2010,2,0,0,0,0,0
Shelby,21,2,Soybean,7/8/2010,2,0,0,0,0,4
Shelby,21,3,Soybean,7/8/2010,2,0,0,0,0,2
Shelby,21,4,Soybean,7/8/2010,2,0,0,0,0,0
Shelby,21,1,Soybean,7/15/2010,2,0,0,0,0,0
Shelby,21,2,Soybean,7/15/2010,2,0,0,0,0,2
Shelby,21,3,Soybean,7/15/2010,2,0,0,0,0,1
Shelby,21,4,Soybean,7/15/2010,2,0,0,0,0,0
Shelby,21,1,Soybean,7/22/2010,2,0,0,0,0,1
Shelby,21,2,Soybean,7/22/2010,2,0,0,0,0,3
Shelby,21,3,Soybean,7/22/2010,2,0,0,0,0,3
Shelby,21,4,Soybean,7/22/2010,2,1,1,0,0,0
Shelby,21,1,Soybean,7/28/2010,2,1,1,0,0,6
Shelby,21,2,Soybean,7/28/2010,2,0,0,0,0,1
Shelby,21,3,Soybean,7/28/2010,2,0,0,0,1,3
Shelby,21,4,Soybean,7/28/2010,2,0,0,0,0,3
Shelby,21,1,Soybean,8/4/2010,2,0,0,0,1,7
Shelby,21,2,Soybean,8/4/2010,2,0,0,0,0,4
Shelby,21,3,Soybean,8/4/2010,2,0,0,0,0,10
Shelby,21,4,Soybean,8/4/2010,2,0,0,0,0,11
Wayne,22,1,Alfalfa,5/27/2010,1,1,1,0,40,0
Wayne,22,2,Alfalfa,5/27/2010,1,0,0,0,21,0
Wayne,22,3,Alfalfa,5/27/2010,1,0,0,0,7,0
Wayne,22,4,Alfalfa,5/27/2010,1,0,0,0,14,0
Wayne,22,1,Alfalfa,6/4/2010,1,2,1,1,166,3
Wayne,22,2,Alfalfa,6/4/2010,1,2,2,0,265,0
Wayne,22,3,Alfalfa,6/4/2010,1,2,1,1,187,4
Wayne,22,4,Alfalfa,6/4/2010,1,0,0,0,192,2
Wayne,22,1,Alfalfa,6/10/2010,1,5,5,0,308,4
Wayne,22,2,Alfalfa,6/10/2010,1,3,3,0,335,8
Wayne,22,3,Alfalfa,6/10/2010,1,6,6,0,596,21
Wayne,22,4,Alfalfa,6/10/2010,1,6,6,0,459,8
Wayne,22,1,Alfalfa,7/9/2010,2,2,1,1,13,1
Wayne,22,2,Alfalfa,7/9/2010,,,,,,
Wayne,22,3,Alfalfa,7/9/2010,2,1,0,1,1,1
Wayne,22,4,Alfalfa,7/9/2010,2,0,0,0,0,0
Wayne,22,1,Alfalfa,7/16/2010,2,2,2,0,144,6
Wayne,22,2,Alfalfa,7/16/2010,2,0,0,0,94,0
Wayne,22,3,Alfalfa,7/16/2010,2,0,0,0,109,6
Wayne,22,4,Alfalfa,7/16/2010,2,0,0,0,15,0
Wayne,22,1,Alfalfa,7/23/2010,2,2,2,0,117,8
Wayne,22,2,Alfalfa,7/23/2010,2,1,1,0,266,12
Wayne,22,3,Alfalfa,7/23/2010,2,1,1,0,204,13
Wayne,22,4,Alfalfa,7/23/2010,2,0,0,0,138,6
Wayne,22,1,Alfalfa,8/5/2010,2,1,1,0,7,1
Wayne,22,2,Alfalfa,8/5/2010,2,1,1,0,14,3
Wayne,22,3,Alfalfa,8/5/2010,2,1,0,1,17,2
Wayne,22,4,Alfalfa,8/5/2010,2,1,0,1,11,2
Wayne,22,1,Alfalfa,8/12/2010,2,3,2,1,25,2
Wayne,22,2,Alfalfa,8/12/2010,2,5,3,2,31,0
Wayne,22,3,Alfalfa,8/12/2010,2,2,1,1,37,2
Wayne,22,4,Alfalfa,8/12/2010,2,8,4,4,42,0
Wayne,23,1,CRP,5/20/2010,,,,,,
Wayne,23,2,CRP,5/20/2010,1,0,0,0,0,0
Wayne,23,3,CRP,5/20/2010,1,0,0,0,0,0
Wayne,23,4,CRP,5/20/2010,1,1,0,1,0,0
Wayne,23,1,CRP,5/27/2010,,,,,,
Wayne,23,2,CRP,5/27/2010,1,0,0,0,0,2
Wayne,23,3,CRP,5/27/2010,1,0,0,0,1,1
Wayne,23,4,CRP,5/27/2010,1,0,0,0,0,0
Wayne,23,1,CRP,6/4/2010,1,0,0,0,1,0
Wayne,23,2,CRP,6/4/2010,1,0,0,0,0,1
Wayne,23,3,CRP,6/4/2010,1,0,0,0,4,0
Wayne,23,4,CRP,6/4/2010,1,0,0,0,3,0
Wayne,23,1,CRP,6/10/2010,1,1,1,0,0,2
Wayne,23,2,CRP,6/10/2010,1,0,0,0,0,0
Wayne,23,3,CRP,6/10/2010,1,0,0,0,0,1
Wayne,23,4,CRP,6/10/2010,1,1,1,0,0,1
Wayne,23,1,CRP,7/2/2010,99,0,0,0,0,4
Wayne,23,2,CRP,7/2/2010,99,0,0,0,0,2
Wayne,23,3,CRP,7/2/2010,99,0,0,0,0,2
Wayne,23,4,CRP,7/2/2010,99,0,0,0,0,1
Wayne,23,1,CRP,7/23/2010,2,0,0,0,0,0
Wayne,23,2,CRP,7/23/2010,2,0,0,0,0,0
Wayne,23,3,CRP,7/23/2010,2,0,0,0,0,0
Wayne,23,4,CRP,7/23/2010,2,0,0,0,0,2
Wayne,23,1,CRP,7/28/2010,2,0,0,0,0,0
Wayne,23,2,CRP,7/28/2010,2,0,0,0,0,1
Wayne,23,3,CRP,7/28/2010,2,0,0,0,0,0
Wayne,23,4,CRP,7/28/2010,2,0,0,0,0,0
Wayne,23,1,CRP,8/5/2010,2,0,0,0,1,1
Wayne,23,2,CRP,8/5/2010,2,0,0,0,0,4
Wayne,23,3,CRP,8/5/2010,2,0,0,0,0,0
Wayne,23,4,CRP,8/5/2010,2,0,0,0,0,2
Wayne,23,1,CRP,8/12/2010,2,0,0,0,1,16
Wayne,23,2,CRP,8/12/2010,2,0,0,0,0,1
Wayne,23,3,CRP,8/12/2010,2,0,0,0,0,6
Wayne,23,4,CRP,8/12/2010,2,0,0,0,0,1
Wayne,24,1,Soybean,7/9/2010,2,0,0,0,0,0
Wayne,24,2,Soybean,7/9/2010,2,0,0,0,0,0
Wayne,24,3,Soybean,7/9/2010,2,0,0,0,0,0
Wayne,24,4,Soybean,7/9/2010,2,0,0,0,0,0
Wayne,24,1,Soybean,7/16/2010,2,0,0,0,0,2
Wayne,24,2,Soybean,7/16/2010,,,,,,
Wayne,24,3,Soybean,7/16/2010,2,0,0,0,0,6
Wayne,24,4,Soybean,7/16/2010,2,1,1,0,0,1
Wayne,24,1,Soybean,7/23/2010,,,,,,
Wayne,24,2,Soybean,7/23/2010,2,0,0,0,1,3
Wayne,24,3,Soybean,7/23/2010,2,0,0,0,2,9
Wayne,24,4,Soybean,7/23/2010,2,3,3,0,1,6
Wayne,24,1,Soybean,7/28/2010,2,0,0,0,0,13
Wayne,24,2,Soybean,7/28/2010,2,1,1,0,0,17
Wayne,24,3,Soybean,7/28/2010,2,0,0,0,0,10
Wayne,24,4,Soybean,7/28/2010,2,0,0,0,1,17
Wayne,24,1,Soybean,8/5/2010,2,0,0,0,0,2
Wayne,24,2,Soybean,8/5/2010,2,1,1,0,0,5
Wayne,24,3,Soybean,8/5/2010,2,0,0,0,0,5
Wayne,24,4,Soybean,8/5/2010,2,1,1,0,0,3
Wayne,24,1,Soybean,8/12/2010,2,0,0,0,0,2
Wayne,24,2,Soybean,8/12/2010,2,0,0,0,0,0
Wayne,24,3,Soybean,8/12/2010,2,0,0,0,0,0
Wayne,24,4,Soybean,8/12/2010,2,1,1,0,0,2
